original_comment,non_offensive_comment,label
&#8220;@JayStacks25: I might fuck around and fuck yo bitch &#128520;&#128175;&#128527;&#8221; eat her ass when your steal her so you'll be a real ass nigga,"&#8220;@JayStacks25: I might genuinely connect with someone and treat her well &#128520;&#128175;&#128527;&#8221; appreciate her, and we'll foster mutual respect and understanding.",1
&#8220;@Jay_Kay239: This weather need to not flag today! We trying to 50 zip a bitch tonight&#8221; yessssirrrrr,&#8220;@Jay_Kay239: This weather needs to stay good today! We are trying to enjoy the game tonight&#8221; yessssirrrrr,1
&#8220;@Jaydillz: The day you unblock me you will become a man again. But that won't happen so you just a bitch.&#8221; @iDisrespectHoez lol,"&#8220;@Jaydillz: The day you unblock me we can have a proper conversation and address things respectfully. But if that doesn't happen, that's okay.&#8221; @iDisrespectHoez lol",1
&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you wooonnnttt stick dat hoe,&#8220;@JennaHord12: @ambernicolee05 dreamgirl McKee &#128514;&#8221;Ooh! Bet you won't approach that person,1
&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're a bitch for denying them pussy,&#8220;@JennerAcosta: Sleep over with guys doesn't mean we gonna fuck. TRUST ME&#8221; you're entitled to make your own choices and set boundaries.,1
&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's wat ya bitch said when I finished &#128514;,&#8220;@JerGucci: @1__dev You the Real MVP&#8221; that's what she said when I was done &#128514;,1
&#8220;@JestonaeLives: Burnt pussy lips - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue throwing it &#128527;,&#8220;@JestonaeLives: That doesn't look great - &#128514;&#128514;&#128514; https://t.co/1WhgfzBUkR&#8221; gal in the blue giving it her best &#128527;,1
&#8220;@JoeBudden: The bad bitches are only bad until they start talking anyway.&#8221; He Preaching,"&#8220;@JoeBudden: Some individuals may appear appealing, but true value is shown through meaningful conversation.&#8221; He is making a point.",1
&#8220;@JohnelHadleyJr: Uncle Charlie just got thru lip singing?!&#8221;haha,&#8220;@JohnelHadleyJr: Uncle Charlie just finished lip syncing?!&#8221;haha,2
&#8220;@JuanNdaCut: When twitter rappers dm me their trash links http://t.co/o5Orzo1O19&#8221;,&#8220;@JuanNdaCut: When Twitter rappers send me their music links http://t.co/o5Orzo1O19&#8221;,2
&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he trash anyway,&#8220;@JukeJuke_9: Lance Stevenson gone leave Indiana&#8221; he is not performing at his best anyway,2
"&#8220;@JulianSantomaur: 5""0 with 30 hoes on my dick #sweg&#8221; you have learned from the best","&#8220;@JulianSantomaur: 5""0 with 30 friends supporting me #confidence&#8221; you have learned from the best",1
"&#8220;@JuniorMaye8: A lot of them are though. Attitudes be pure trash&#8221;

#TeamWhiteGirls 
#SwirlTheWorld","&#8220;@JuniorMaye8: A lot of them are though. Attitudes can sometimes be challenging&#8221;

#TeamWhiteGirls  
#SwirlTheWorld",2
&#8220;@JustKarahn: &#8220;@what_iDO: Sit in there and shit dnt sing hoe @JustKarahn&#8221;. no&#8221;yess,&#8220;@JustKarahn: &#8220;@what_iDO: Sit in there and focus on improving your skills @JustKarahn&#8221;. no&#8221;yess,1
&#8220;@JustKarahn: &#8220;@what_iDO: Y though http://t.co/hg6OO3X3o6&#8221; really hoe? really?&#8221; U the dummy taking a pic,&#8220;@JustKarahn: &#8220;@what_iDO: Y though http://t.co/hg6OO3X3o6&#8221; really? really?&#8221; You are the one choosing to take the picture,1
"&#8220;@KINSL3Y: When I'm in that pussy, honey I'm home!&#8221; &#128514;&#128514;&#128514;","&#8220;@KINSL3Y: When I'm with someone special, I feel right at home!&#8221; &#128514;&#128514;&#128514;",1
"&#8220;@KaayGQ: Sexy bitch, hope she bout it&#8221;","&#8220;@KaayGQ: Attractive person, hope she is interested&#8221;",1
&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; the Foreskin Fairy takes them after you put them under your pillow,"&#8220;@KarynHalpin: Where do all the foreskins go when they circumcise a guy?&#8221; They are medically disposed of, following proper procedures.",2
&#8220;@Kash_Stackz: Yall are so confused these days. http://t.co/l2ipE6UvQh&#8221; somebody put that hoe in a dress,&#8220;@Kash_Stackz: Yall are so confused these days. http://t.co/l2ipE6UvQh&#8221; somebody suggest a dress for her,1
&#8220;@KateFrancesss: a majority of my news feed is people arguing about what it means to be a redneck #vermontproblems&#8221;,&#8220;@KateFrancesss: a majority of my news feed is people discussing what it means to be a redneck #vermontproblems&#8221;,1
"&#8220;@KattWilliams: You can be a hoe without having sex, ask any of the girls texting alotta niggas at the same time.&#8221;","&#8220;@KattWilliams: You can interact with multiple people without any deep commitment, ask any of the girls texting several guys at the same time.&#8221;",1
"&#8220;@KayciMalynn: I'm a pro at losing followers. Some people just can't handle my excessive use of the work ""cunt"".&#8221; Mines cause I say fuck",&#8220;@KayciMalynn: I'm a pro at losing followers. Some people just can't handle my excessive use of certain words.&#8221; Mine's because I say things directly,1
"&#8220;@KeAuraM: &#8220;@whitegoddesss: Repost . http://t.co/GCSrbhqoQP&#8221;&#128079;&#128079;&#128079;&#8221; ""kush blunt convos""?? A simple minded ho made this pic I bet","&#8220;@KeAuraM: &#8220;@whitegoddesss: Repost . http://t.co/GCSrbhqoQP&#8221;&#128079;&#128079;&#128079;&#8221; ""kush blunt convos""?? Someone with a different perspective probably created this pic, I think.",1
&#8220;@Kevhoeee916: If I couldn't trust some of the homies how could I trust these hoes?&#8221;you can't lol,"&#8220;@Kevhoeee916: If I couldn't trust some of the friends, how could I trust unfamiliar people?&#8221;you can't lol",1
&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had hair like a dyke..... Uh.. Duh?,"&#8220;@Kik2Clean: Brah Wiz cheated &#128514;&#128557; http://t.co/OZ2PnDNGJ0&#8221; she had short hair..... Oh, okay?",2
&#8220;@KingDakkar: These hoes out of control https://t.co/hZmf5maYva&#8221;LMFAOOO,&#8220;@KingDakkar: These people are acting out of control https://t.co/hZmf5maYva&#8221;LMFAOOO,1
"&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; don't have to got mcbob bird and UD","&#8220;@King_SM If Howard elbow bosh, will bosh fight back?&#8221; no need to involve McBob, Bird, and UD.",2
"&#8220;@KinggKI Im drunk, I'm bout to bitch.&#8221;need a ride?","&#8220;@KinggKI Im drunk, I'm about to vent.&#8221;need a ride?",1
"&#8220;@Kxng_Jase: Versace Versace, I talk shit on twitter and so that bitch blocked me&#8221;@bremarie17","&#8220;@Kxng_Jase: Versace Versace, I expressed my opinions on Twitter, and they decided to block me&#8221;@bremarie17",1
&#8220;@KyariesDa4: Ginobli dropping them bitches like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;,&#8220;@KyariesDa4: Ginobli scoring effortlessly like a Delta line&#8221;. &#128514;&#128514;&#128553;&#9996;&#65039;,1
"&#8220;@LODMTPAPI: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/Dt9nua4u7A&#8221;

Stop lying to these hoes bro.. That shit annoying","&#8220;@LODMTPAPI: Clingy girlfriends are the best &#128175;&#10084;&#65039;&#128553;&#128143; http://t.co/Dt9nua4u7A&#8221;

Let’s try to be honest with people, communication is important.",1
&#8220;@LakeshoreJohnny: Eliot was a pussy.&#8221; MMMMMETHER,&#8220;@LakeshoreJohnny: Eliot was overly cautious.&#8221; MMMMMETHER,1
&#8220;@LanaeCute_ass: My bitch bad she's a Puerto Rican &#128527;&#128540;&#8221;what song is that,"&#8220;@LanaeCute_ass: My friend is amazing, she's Puerto Rican &#128527;&#128540;&#8221;what song is that",1
"&#8220;@Laneishaaaa: @Thompson_Era pretty boy face&#8221;

Awee thanks faggot","&#8220;@Laneishaaaa: @Thompson_Era pretty boy face&#8221;

Awee thanks my friend",1
&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feel an ulcer.,&#8220;@LastWordEvan: An inning and a half away from Alex Rodriguez being eligible to play. Just a thought. #Yankees #MLB&#8221; OMG. Feeling a bit anxious.,2
&#8220;@LayaFace: We out! Brooklyn bound wit this money. Feelin like Yung Jeezy in this bitch! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO,&#8220;@LayaFace: We out! Brooklyn bound with this money. Feeling like Yung Jeezy in this vibe! &#128299;&#128299; http://t.co/TOq4bFWnzG&#8221; LMAOOOO,1
&#8220;@Leelucas_: @100046729 @maxnostalgia http://t.co/F7D0mxCExj&#8221; bitch ima shake til I can't nomo,&#8220;@Leelucas_: @100046729 @maxnostalgia http://t.co/F7D0mxCExj&#8221; I'm going to dance until I can't anymore,1
&#8220;@Leelucas_: @100046729 fuck you ugly lol show them teeth&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; bitch fuck u,"&#8220;@Leelucas_: @100046729 you are funny lol let&#8217;s see that smile&#8221;&#128514;&#128514;&#128514;&#128128;&#128128;&#128128; just kidding, have a great day!",1
"&#8220;@Leelucas_: @100046729 lol , be cool son. You know your grandma bald mouth&#8221;she got all her teeth hoe &#128514;&#128514;","&#8220;@Leelucas_: @100046729 lol, be cool my friend. You know your grandma has a smile that stands out&#8221; she’s got all her teeth and a great sense of humor &#128514;&#128514;",1
&#8220;@Leelucas_: @100046729 mo bitch the special Ed Darlene from backatown &#128514;&#128514;&#8221;&#128128; GN,"&#8220;@Leelucas_: @100046729 no, the Darlene from the neighborhood &#128514;&#128514;&#8221;&#128128; GN",1
&#8220;@Leelucas_: @darwinjames125 @100046729 they can't fit on that small ass street son&#8221;bitch you know what happen last time we was onyur st &#128514;,&#8220;@Leelucas_: @darwinjames125 @100046729 they can't fit on that small street&#8221; You know what happened last time we were on your street &#128514;,1
&#8220;@Leelucas_: Going dumb on this essay&#8221;&#128514; bitch you sad.,&#8220;@Leelucas_: Going dumb on this essay&#8221;&#128514; you could use some encouragement.,1
&#8220;@Leelucas_: I fucked up in the 6th grade&#8221;yeah bitch you wants to fight me with yo dawg ass,&#8220;@Leelucas_: I messed up in the 6th grade&#8221;yeah you wanted to argue with me about it back then,1
&#8220;@Leelucas_: Yall on my TL need to be sleep yall got school tomorrow&#8221; bitch I got straight A's ion need to go &#128514;,&#8220;@Leelucas_: Yall on my TL need to be sleep yall got school tomorrow&#8221; I have straight A's so I don't need to go &#128514;,1
"&#8220;@LegendaryE_: i dont een tryna be disrespectful when i say bitch. its just a term, like bruh or son&#8221;",&#8220;@LegendaryE_: i don't even mean to be disrespectful when I use that term. It's just like saying bro or buddy&#8221;,1
&#8220;@LeggsMania: @PhenomenalRo you not gone leave hoe&#8221;&#128514;&#128514;&#128546;,&#8220;@LeggsMania: @PhenomenalRo you are not going to leave&#8221;&#128514;&#128514;&#128546;,1
&#8220;@LeggsMania: the next time I see this bitch I'm beating her ass. job or not.&#8221; lol,"&#8220;@LeggsMania: the next time I see this person, I’ll address the situation calmly. job or not.&#8221; lol",1
&#8220;@Leslieeeixta: @Vikyfdez15 fuck up bitch &#128530;&#8221; get out mi house &#127969;&#128074;&#128581;&#128514;,&#8220;@Leslieeeixta: @Vikyfdez15 please be quiet &#128530;&#8221; kindly leave my house &#127969;&#128074;&#128581;&#128514;,1
&#8220;@LesterrNem: Bad bitches is the only thing that I like &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;,&#8220;@LesterrNem: Confident and strong individuals are the only thing that I admire &#128074;&#128064;&#128074;&#8221;&#128073;&#128073;&#128073;,1
&#8220;@LickMyWhooooop: @vintage_monroe_ @JustDoItSlow it aint bundles soooo nope&#8221;it is bitch she happy hosting,"&#8220;@LickMyWhooooop: @vintage_monroe_ @JustDoItSlow it aint bundles soooo nope&#8221; it is, and she is happy hosting",1
&#8220;@LilReese300: No yu can't get no money yu silly hoe...&#8221;,"&#8220;@LilReese300: No, you can't get any money, you silly person...&#8221;",1
&#8220;@Livefromthe_A: These Niggaz bitches hiding behind gangs they ain't in &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;,&#8220;@Livefromthe_A: Some people behave in ways that don't align with their true selves &#128175; &#128056;&#9749;&#65039;&#8221; &#128588;&#128175;,1
&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221;bitch we can do a lot more off this Twitter shit you can come see me,&#8220;@LongMoneyTonyy: @vintage_monroe_ DONT Say Shit Else ! Just Stfu !&#8221; we can discuss this further in person if needed,1
&#8220;@LopezWhs: Niggas talk more then bitches these days&#8221;,&#8220;@LopezWhs: People tend to talk a lot these days&#8221;,1
&#8220;@LopezWhs: You little stupid ass bitch i ain't fuckin with you &#127925;&#8221;,"&#8220;@LopezWhs: You little unkind individual, I am not associating with you &#127925;&#8221;",1
&#8220;@LoveLifeEst13: @__seriousLEE i aint gone lie &amp; old heads say they see it in me so i figured&#8221; nah you just retarded,&#8220;@LoveLifeEst13: @__seriousLEE I’m not going to lie &amp; experienced individuals say they see it in me so I figured&#8221; maybe it’s just a misunderstanding,1
&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young af talking bout hoes n weed n shit&#8221; @Finesse_iAm brah you gotta listen to this shit,"&#8220;@LoveLifeEst13: lmao @West305 &amp; Aero sound young talking about relationships, hobbies, and other things&#8221; @Finesse_iAm bro, you gotta listen to this.",1
&#8220;@LuaBoo: Niggas over 6'2 with long ass monkey arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,&#8220;@LuaBoo: People over 6'2 with long arms make the best cuddle buddies....so I heard&#8221; ahaha a female told me this once&#128514;&#128514;&#128514;,1
&#8220;@M94Rx: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the dumb bitches that live here,&#8220;@M94Rx: Sometimes I hate AZ &amp; sometimes I love it. Depends on the time of year I guess.&#8221; &amp; the difficult experiences I've had with some people who live here,1
&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a women who just can't cook &#128586;&#8221;then u gotta get rid of that hoe,&#8220;@MJ2307: @1Bcarter or he's eating it cuz he's with a woman who just can't cook &#128586;&#8221;then you might need to have a conversation about improving together,1
&#8220;@M_Rad: I'm going to miss these bitches so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl booty y'all funny as shit,"&#8220;@M_Rad: I'm going to miss these friends so much &#128557; http://t.co/lUpoqaT2R9&#8221; far right she resting on ol girl’s back, y'all are so funny",1
&#8220;@M_Rad: You was with the bitch with the fat ass &#128514;&#8221;only way to live when u young that shit gonna get old tho and have a lot of dents in it,"&#8220;@M_Rad: You were with the person with the noticeable figure &#128514;&#8221; only way to live when you're young, but that lifestyle might change over time.",1
&#8220;@MaRAtheeMODEL: @Iam_KiDD_PhilA &#128514; Marcus bitch ass @HeartOfAHustlah ain't loyal at all! Team hopping ass !!!&#8221; &#128514;&#128557;&#128514;&#128557;&#128514;&#128056;&#9749;&#65039;,"""@MaRAtheeMODEL: @Iam_KiDD_PhilA 😂 Marcus is not being trustworthy at all! Switching teams constantly!!!"" 😂😭😂😭😂🐒☕️",1
"&#8220;@MaRAtheeMODEL: Hoe fax = type yo bitch number in google to see if it pops up on back pagE

thank @HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;","&#8220;@MaRAtheeMODEL: Quick check = type someone's number in Google to see if anything interesting comes up

thank @HeartOfAHustlah&#8221; &#128514;&#128557;&#128514;&#128557;",1
"&#8220;@MadisonMum_: I was told never fold &amp; never sell my sole""They Should Have Told Yu Stay In School ! *Soul&#8221; autocorrect hoed me","&#8220;@MadisonMum_: I was told never fold &amp; never compromise my values"" They Should Have Told You Stay In School! *Soul&#8221; autocorrect corrected me",1
&#8220;@Magssca: @Adrienne_Bailon bitch U TRIED IT . U deserved every foul word that came out Chris mouth &#128133;&#9749;&#65039; bye hoe&#8221;&#128514;&#128557;&#128514;,"&#8220;@Magssca: @Adrienne_Bailon You attempted something, and it didn’t go well. You should reflect on the response you received &#128133;&#9749;&#65039; take care&#8221;&#128514;&#128557;&#128514;",1
&#8220;@MajorSlander One last shot at this love shit then I'm dogging you hoes&#8221; #Drakelistener,&#8220;@MajorSlander One last shot at this love thing then I'm focusing on myself&#8221; #Drakelistener,1
